distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
91,21.02,66,11.88,42,4.75,41,4.22,215,7.96,8,0
263,60.75,219,39.42,212,23.96,275,28.33,5,0.19,31,0
20,4.62,47,8.46,46,5.20,94,9.68,265,9.81,12,0
281,64.91,192,34.56,210,23.73,31,3.19,45,1.67,45,0
80,18.48,134,24.12,288,32.54,53,5.46,103,3.81,41,0
26,6.01,18,3.24,245,27.69,265,27.30,119,4.40,32,0
78,18.02,207,37.26,131,14.80,40,4.12,81,3.00,17,0
1,0.23,293,52.74,61,6.89,90,9.27,87,3.22,18,0
299,69.07,238,42.84,278,31.41,205,21.12,169,6.25,35,0
32,7.39,133,23.94,64,7.23,283,29.15,191,7.07,21,0
255,58.91,175,31.5,93,10.51,115,11.85,21,0.78,3,0
74,17.09,162,29.16,166,18.76,265,27.30,97,3.59,26,0
165,38.12,124,22.32,118,13.33,104,10.71,111,4.11,46,0
94,21.71,26,4.68,205,23.17,161,16.58,171,6.33,22,0
5,1.16,243,43.74,190,21.47,125,12.88,83,3.07,36,0
192,44.35,60,10.8,111,12.54,262,26.99,265,9.81,24,0
126,29.11,283,50.94,45,5.09,176,18.13,33,1.22,28,0
31,7.16,7,1.26,178,20.11,71,7.31,17,0.63,35,0
158,36.50,230,41.4,107,12.09,192,19.78,255,9.44,21,0
104,24.02,278,50.04,79,8.93,40,4.12,75,2.78,47,0
218,50.36,35,6.3,88,9.94,232,23.90,219,8.10,18,0
153,35.34,208,37.44,238,26.89,264,27.19,11,0.41,10,0
227,52.44,296,53.28,224,25.31,271,27.91,169,6.25,49,0
289,66.76,197,35.46,148,16.72,284,29.25,261,9.66,6,0
289,66.76,128,23.04,131,14.80,78,8.03,205,7.59,2,0
111,25.64,146,26.28,268,30.28,256,26.37,263,9.73,21,0
242,55.90,149,26.82,121,13.67,118,12.15,67,2.48,38,0
267,61.68,195,35.1,254,28.70,267,27.50,253,9.36,39,0
11,2.54,109,19.62,259,29.27,52,5.36,7,0.26,42,0
163,37.65,239,43.02,29,3.28,257,26.47,5,0.19,4,0
299,69.07,145,26.1,66,7.46,58,5.97,105,3.89,2,0
297,68.61,148,26.64,65,7.35,44,4.53,27,1.00,8,0
87,20.10,45,8.1,30,3.39,295,30.39,27,1.00,35,0
210,48.51,56,10.08,291,32.88,119,12.26,231,8.55,4,0
160,36.96,11,1.98,200,22.60,269,27.71,37,1.37,24,0
157,36.27,264,47.52,97,10.96,164,16.89,247,9.14,30,0
224,51.74,293,52.74,114,12.88,212,21.84,239,8.84,26,0
220,50.82,18,3.24,28,3.16,254,26.16,279,10.32,47,0
238,54.98,111,19.98,211,23.84,23,2.37,91,3.37,34,0
278,64.22,159,28.62,67,7.57,250,25.75,47,1.74,30,0
187,43.20,7,1.26,111,12.54,177,18.23,17,0.63,30,0
36,8.32,157,28.26,17,1.92,24,2.47,285,10.55,29,0
8,1.85,225,40.5,191,21.58,130,13.39,95,3.52,50,0
46,10.63,274,49.32,139,15.71,37,3.81,275,10.18,12,0
127,29.34,141,25.38,53,5.99,190,19.57,157,5.81,29,0
133,30.72,91,16.38,27,3.05,175,18.03,239,8.84,43,0
199,45.97,262,47.16,291,32.88,175,18.03,147,5.44,30,0
66,15.25,291,52.38,113,12.77,22,2.27,47,1.74,23,0
198,45.74,217,39.06,121,13.67,69,7.11,297,10.99,33,0
261,60.29,25,4.5,143,16.16,143,14.73,241,8.92,33,0
209,48.28,33,5.94,58,6.55,128,13.18,143,5.29,5,0
17,3.93,189,34.02,118,13.33,300,30.90,131,4.85,9,0
87,20.10,265,47.7,174,19.66,144,14.83,49,1.81,19,0
172,39.73,81,14.58,6,0.68,20,2.06,159,5.88,5,0
209,48.28,68,12.24,258,29.15,264,27.19,235,8.70,1,0
288,66.53,250,45,83,9.38,29,2.99,237,8.77,30,0
116,26.80,74,13.32,218,24.63,123,12.67,255,9.44,33,0
288,66.53,250,45,18,2.03,108,11.12,61,2.26,15,0
42,9.70,240,43.2,58,6.55,165,17.00,21,0.78,45,0
221,51.05,167,30.06,276,31.19,275,28.33,295,10.92,14,0
192,44.35,99,17.82,55,6.22,166,17.10,127,4.70,11,0
40,9.24,295,53.1,267,30.17,159,16.38,105,3.89,23,0
209,48.28,146,26.28,144,16.27,200,20.60,177,6.55,44,0
60,13.86,211,37.98,179,20.23,165,17.00,29,1.07,33,0
104,24.02,116,20.88,68,7.68,216,22.25,227,8.40,40,0
38,8.78,83,14.94,1,0.11,115,11.85,9,0.33,37,0
300,69.30,239,43.02,117,13.22,31,3.19,183,6.77,13,0
195,45.05,220,39.6,187,21.13,54,5.56,51,1.89,9,0
134,30.95,294,52.92,11,1.24,248,25.54,109,4.03,13,0
112,25.87,70,12.6,90,10.17,241,24.82,137,5.07,3,0
57,13.17,209,37.62,23,2.60,269,27.71,107,3.96,38,0
290,66.99,177,31.86,4,0.45,87,8.96,159,5.88,19,0
59,13.63,132,23.76,240,27.12,285,29.36,211,7.81,34,0
92,21.25,211,37.98,60,6.78,154,15.86,275,10.18,40,0
72,16.63,195,35.1,199,22.49,27,2.78,67,2.48,49,0
64,14.78,259,46.62,15,1.70,137,14.11,191,7.07,3,0
177,40.89,125,22.5,201,22.71,147,15.14,289,10.69,6,0
53,12.24,284,51.12,200,22.60,195,20.09,171,6.33,7,0
201,46.43,107,19.26,69,7.80,277,28.53,95,3.52,8,0
276,63.76,11,1.98,178,20.11,144,14.83,7,0.26,32,0
169,39.04,247,44.46,71,8.02,148,15.24,155,5.74,17,0
284,65.60,286,51.48,95,10.74,145,14.94,69,2.55,31,0
213,49.20,102,18.36,279,31.53,244,25.13,237,8.77,30,0
226,52.21,134,24.12,191,21.58,164,16.89,247,9.14,28,0
126,29.11,211,37.98,3,0.34,225,23.18,205,7.59,20,0
197,45.51,146,26.28,11,1.24,275,28.33,3,0.11,39,0
151,34.88,38,6.84,98,11.07,150,15.45,77,2.85,34,0
9,2.08,226,40.68,270,30.51,89,9.17,93,3.44,27,0
153,35.34,123,22.14,12,1.36,63,6.49,249,9.21,20,0
207,47.82,89,16.02,45,5.09,198,20.39,241,8.92,14,0
23,5.31,129,23.22,61,6.89,271,27.91,269,9.95,25,0
67,15.48,246,44.28,32,3.62,6,0.62,23,0.85,9,0
160,36.96,162,29.16,179,20.23,192,19.78,89,3.29,42,0
58,13.40,33,5.94,196,22.15,168,17.30,135,5.00,46,0
72,16.63,41,7.38,141,15.93,48,4.94,135,5.00,19,0
208,48.05,117,21.06,81,9.15,144,14.83,207,7.66,22,0
55,12.71,220,39.6,51,5.76,65,6.70,251,9.29,36,0
108,24.95,111,19.98,298,33.67,21,2.16,295,10.92,37,0
152,35.11,125,22.5,215,24.30,14,1.44,159,5.88,25,0
284,65.60,108,19.44,159,17.97,203,20.91,77,2.85,20,0
294,67.91,102,18.36,204,23.05,279,28.74,111,4.11,50,0
99,22.87,44,7.92,196,22.15,271,27.91,151,5.59,31,0
97,22.41,128,23.04,76,8.59,281,28.94,297,10.99,4,0
34,7.85,82,14.76,282,31.87,145,14.94,273,10.10,1,0
124,28.64,122,21.96,293,33.11,69,7.11,5,0.19,48,0
68,15.71,83,14.94,20,2.26,159,16.38,283,10.47,46,0
219,50.59,139,25.02,10,1.13,276,28.43,59,2.18,8,0
194,44.81,88,15.84,84,9.49,22,2.27,261,9.66,7,0
85,19.64,44,7.92,25,2.83,118,12.15,85,3.15,40,0
83,19.17,189,34.02,161,18.19,213,21.94,229,8.47,24,0
138,31.88,98,17.64,30,3.39,128,13.18,19,0.70,40,0
292,67.45,61,10.98,2,0.23,24,2.47,289,10.69,15,0
106,24.49,108,19.44,227,25.65,123,12.67,43,1.59,4,0
288,66.53,79,14.22,82,9.27,30,3.09,101,3.74,9,0
90,20.79,279,50.22,165,18.65,10,1.03,237,8.77,37,0
162,37.42,234,42.12,162,18.31,221,22.76,73,2.70,36,0
296,68.38,204,36.72,278,31.41,11,1.13,193,7.14,1,0
283,65.37,132,23.76,100,11.30,258,26.57,297,10.99,49,0
20,4.62,245,44.1,7,0.79,199,20.50,295,10.92,12,0
184,42.50,177,31.86,125,14.13,168,17.30,257,9.51,37,0
122,28.18,241,43.38,222,25.09,269,27.71,53,1.96,23,0
241,55.67,190,34.2,236,26.67,87,8.96,233,8.62,14,0
68,15.71,119,21.42,263,29.72,153,15.76,185,6.85,14,0
82,18.94,88,15.84,46,5.20,214,22.04,159,5.88,49,0
193,44.58,287,51.66,177,20.00,9,0.93,117,4.33,44,0
216,49.90,57,10.26,169,19.10,233,24.00,139,5.14,6,0
193,44.58,51,9.18,27,3.05,108,11.12,33,1.22,2,0
89,20.56,181,32.58,137,15.48,276,28.43,227,8.40,23,0
14,3.23,290,52.2,135,15.26,129,13.29,287,10.62,21,0
251,57.98,224,40.32,75,8.48,227,23.38,205,7.59,33,0
83,19.17,23,4.14,278,31.41,298,30.69,53,1.96,9,0
281,64.91,133,23.94,271,30.62,168,17.30,105,3.89,30,0
119,27.49,78,14.04,157,17.74,132,13.60,25,0.93,9,0
146,33.73,118,21.24,133,15.03,264,27.19,261,9.66,1,0
288,66.53,137,24.66,275,31.08,110,11.33,231,8.55,28,0
88,20.33,18,3.24,125,14.13,215,22.15,297,10.99,14,0
91,21.02,4,0.72,201,22.71,228,23.48,231,8.55,12,0
115,26.57,88,15.84,187,21.13,129,13.29,155,5.74,31,0
187,43.20,247,44.46,229,25.88,66,6.80,211,7.81,24,0
143,33.03,223,40.14,175,19.78,3,0.31,117,4.33,30,0
188,43.43,126,22.68,233,26.33,16,1.65,35,1.30,25,0
156,36.04,204,36.72,273,30.85,207,21.32,31,1.15,12,0
100,23.10,198,35.64,274,30.96,157,16.17,283,10.47,43,0
245,56.60,66,11.88,132,14.92,127,13.08,255,9.44,18,0
290,66.99,233,41.94,159,17.97,227,23.38,57,2.11,41,0
277,63.99,63,11.34,272,30.74,85,8.76,115,4.26,39,0
193,44.58,45,8.1,146,16.50,287,29.56,197,7.29,34,0
66,15.25,1,0.18,115,13.00,249,25.65,119,4.40,22,0
89,20.56,201,36.18,99,11.19,242,24.93,239,8.84,39,0
80,18.48,28,5.04,134,15.14,111,11.43,251,9.29,26,0
153,35.34,148,26.64,66,7.46,58,5.97,113,4.18,35,0
22,5.08,234,42.12,205,23.17,146,15.04,51,1.89,11,0
243,56.13,23,4.14,140,15.82,115,11.85,217,8.03,37,0
13,3.00,274,49.32,90,10.17,61,6.28,179,6.62,38,0
10,2.31,276,49.68,224,25.31,94,9.68,141,5.22,35,0
102,23.56,98,17.64,148,16.72,201,20.70,71,2.63,25,0
283,65.37,156,28.08,189,21.36,206,21.22,171,6.33,40,0
65,15.02,212,38.16,229,25.88,254,26.16,269,9.95,39,0
249,57.52,64,11.52,142,16.05,46,4.74,57,2.11,17,0
290,66.99,199,35.82,107,12.09,138,14.21,39,1.44,40,0
115,26.57,261,46.98,294,33.22,4,0.41,79,2.92,17,0
93,21.48,209,37.62,166,18.76,197,20.29,189,6.99,2,0
171,39.50,198,35.64,188,21.24,199,20.50,107,3.96,11,0
141,32.57,260,46.8,287,32.43,265,27.30,299,11.06,31,0
144,33.26,138,24.84,275,31.08,27,2.78,277,10.25,42,0
89,20.56,30,5.4,240,27.12,236,24.31,197,7.29,36,0
223,51.51,292,52.56,258,29.15,204,21.01,109,4.03,22,0
56,12.94,117,21.06,71,8.02,249,25.65,215,7.96,31,0
62,14.32,140,25.2,147,16.61,205,21.12,93,3.44,4,0
41,9.47,143,25.74,150,16.95,39,4.02,175,6.48,33,0
38,8.78,191,34.38,4,0.45,196,20.19,23,0.85,39,0
240,55.44,266,47.88,33,3.73,181,18.64,99,3.66,3,0
76,17.56,118,21.24,68,7.68,299,30.80,171,6.33,14,0
151,34.88,145,26.1,196,22.15,8,0.82,283,10.47,18,0
245,56.60,149,26.82,30,3.39,273,28.12,157,5.81,42,0
221,51.05,65,11.7,202,22.83,150,15.45,245,9.07,16,0
101,23.33,158,28.44,225,25.43,87,8.96,123,4.55,6,0
279,64.45,82,14.76,32,3.62,159,16.38,17,0.63,40,0
257,59.37,55,9.9,214,24.18,15,1.55,231,8.55,15,0
104,24.02,228,41.04,64,7.23,189,19.47,167,6.18,7,0
2,0.46,35,6.3,46,5.20,131,13.49,13,0.48,46,0
227,52.44,130,23.4,102,11.53,95,9.79,115,4.26,13,0
246,56.83,54,9.72,98,11.07,276,28.43,287,10.62,19,0
54,12.47,72,12.96,94,10.62,293,30.18,289,10.69,2,0
213,49.20,187,33.66,171,19.32,249,25.65,139,5.14,11,0
52,12.01,19,3.42,148,16.72,6,0.62,25,0.93,34,0
171,39.50,259,46.62,260,29.38,124,12.77,105,3.89,29,0
81,18.71,261,46.98,30,3.39,246,25.34,37,1.37,10,0
209,48.28,86,15.48,229,25.88,50,5.15,259,9.58,24,0
43,9.93,175,31.5,159,17.97,129,13.29,295,10.92,21,0
167,38.58,259,46.62,4,0.45,15,1.55,249,9.21,20,0
15,3.47,51,9.18,279,31.53,229,23.59,9,0.33,26,0
222,51.28,164,29.52,246,27.80,61,6.28,189,6.99,4,0
64,14.78,267,48.06,219,24.75,295,30.39,165,6.11,10,0
236,54.52,150,27,145,16.39,246,25.34,29,1.07,21,0
115,26.57,201,36.18,268,30.28,26,2.68,135,5.00,43,0
95,21.95,187,33.66,78,8.81,136,14.01,239,8.84,13,0
7,1.62,213,38.34,199,22.49,288,29.66,117,4.33,4,0
140,32.34,254,45.72,108,12.20,120,12.36,269,9.95,27,0
94,21.71,157,28.26,36,4.07,151,15.55,163,6.03,38,0
292,67.45,199,35.82,288,32.54,39,4.02,27,1.00,44,0
258,59.60,123,22.14,126,14.24,23,2.37,45,1.67,25,0
282,65.14,44,7.92,39,4.41,40,4.12,137,5.07,10,0
76,17.56,92,16.56,52,5.88,62,6.39,111,4.11,34,0
56,12.94,107,19.26,78,8.81,126,12.98,275,10.18,9,0
214,49.43,17,3.06,20,2.26,134,13.80,93,3.44,40,0
60,13.86,291,52.38,255,28.82,173,17.82,93,3.44,43,0
231,53.36,105,18.9,249,28.14,253,26.06,107,3.96,36,0
272,62.83,299,53.82,182,20.57,75,7.73,275,10.18,35,0
43,9.93,66,11.88,102,11.53,176,18.13,263,9.73,50,0
214,49.43,152,27.36,22,2.49,174,17.92,9,0.33,46,0
160,36.96,160,28.8,39,4.41,4,0.41,181,6.70,29,0
101,23.33,35,6.3,243,27.46,116,11.95,137,5.07,32,0
211,48.74,259,46.62,298,33.67,170,17.51,229,8.47,25,0
219,50.59,230,41.4,267,30.17,19,1.96,103,3.81,35,0
237,54.75,250,45,257,29.04,40,4.12,247,9.14,25,0
61,14.09,245,44.1,248,28.02,135,13.91,229,8.47,43,0
237,54.75,202,36.36,197,22.26,160,16.48,195,7.22,37,0
172,39.73,125,22.5,132,14.92,174,17.92,135,5.00,10,0
130,30.03,262,47.16,171,19.32,203,20.91,289,10.69,35,0
290,66.99,239,43.02,144,16.27,23,2.37,233,8.62,33,0
180,41.58,119,21.42,213,24.07,172,17.72,97,3.59,29,0
188,43.43,8,1.44,205,23.17,252,25.96,277,10.25,17,0
241,55.67,94,16.92,260,29.38,98,10.09,241,8.92,26,0
274,63.29,285,51.3,60,6.78,279,28.74,43,1.59,30,0
74,17.09,300,54,145,16.39,74,7.62,137,5.07,14,0
249,57.52,112,20.16,55,6.22,27,2.78,173,6.40,42,0
135,31.19,73,13.14,252,28.48,52,5.36,81,3.00,34,0
33,7.62,30,5.4,55,6.22,212,21.84,227,8.40,30,0
79,18.25,299,53.82,9,1.02,77,7.93,167,6.18,11,0
177,40.89,90,16.2,237,26.78,25,2.58,155,5.74,33,0
112,25.87,186,33.48,168,18.98,240,24.72,3,0.11,19,0
137,31.65,20,3.6,253,28.59,197,20.29,141,5.22,19,0
108,24.95,287,51.66,244,27.57,105,10.82,47,1.74,11,0
273,63.06,68,12.24,274,30.96,291,29.97,15,0.56,36,0
231,53.36,142,25.56,299,33.79,43,4.43,45,1.67,13,0
286,66.07,233,41.94,165,18.65,81,8.34,165,6.11,16,0
253,58.44,268,48.24,287,32.43,1,0.10,39,1.44,13,0
122,28.18,51,9.18,19,2.15,30,3.09,217,8.03,27,0
251,57.98,217,39.06,299,33.79,271,27.91,201,7.44,34,0
128,29.57,197,35.46,279,31.53,34,3.50,63,2.33,4,0
4,0.92,102,18.36,22,2.49,113,11.64,277,10.25,9,0
194,44.81,152,27.36,269,30.40,18,1.85,127,4.70,10,0
300,69.30,140,25.2,246,27.80,210,21.63,75,2.78,42,0
143,33.03,228,41.04,298,33.67,172,17.72,167,6.18,17,0
206,47.59,253,45.54,88,9.94,247,25.44,137,5.07,24,0
260,60.06,84,15.12,252,28.48,248,25.54,131,4.85,13,0
251,57.98,32,5.76,75,8.48,131,13.49,125,4.63,22,0
169,39.04,145,26.1,113,12.77,169,17.41,223,8.25,30,0
97,22.41,15,2.7,252,28.48,138,14.21,237,8.77,44,0
222,51.28,9,1.62,223,25.20,2,0.21,45,1.67,24,0
21,4.85,271,48.78,146,16.50,275,28.33,139,5.14,31,0
103,23.79,223,40.14,243,27.46,239,24.62,271,10.03,31,0
80,18.48,248,44.64,118,13.33,120,12.36,245,9.07,8,0
100,23.10,156,28.08,180,20.34,158,16.27,201,7.44,23,0
50,11.55,119,21.42,261,29.49,137,14.11,267,9.88,42,0
108,24.95,204,36.72,232,26.22,62,6.39,251,9.29,25,0
69,15.94,165,29.7,145,16.39,251,25.85,281,10.40,23,0
212,48.97,224,40.32,193,21.81,15,1.55,85,3.15,13,0
160,36.96,226,40.68,298,33.67,26,2.68,67,2.48,50,0
67,15.48,257,46.26,286,32.32,205,21.12,267,9.88,47,0
206,47.59,101,18.18,135,15.26,152,15.66,75,2.78,11,0
300,69.30,241,43.38,153,17.29,163,16.79,83,3.07,15,0
246,56.83,31,5.58,259,29.27,297,30.59,145,5.37,11,0
59,13.63,239,43.02,215,24.30,278,28.63,231,8.55,12,0
160,36.96,281,50.58,221,24.97,18,1.85,177,6.55,25,0
291,67.22,286,51.48,45,5.09,76,7.83,199,7.36,50,0
167,38.58,7,1.26,202,22.83,273,28.12,5,0.19,35,0
291,67.22,160,28.8,100,11.30,180,18.54,61,2.26,8,0
112,25.87,11,1.98,281,31.75,107,11.02,237,8.77,13,0
10,2.31,104,18.72,158,17.85,58,5.97,61,2.26,44,0
46,10.63,162,29.16,34,3.84,195,20.09,73,2.70,36,0
292,67.45,148,26.64,24,2.71,171,17.61,179,6.62,30,0
227,52.44,279,50.22,152,17.18,61,6.28,211,7.81,4,0
287,66.30,107,19.26,244,27.57,284,29.25,245,9.07,14,0
110,25.41,131,23.58,105,11.87,82,8.45,177,6.55,31,0
89,20.56,208,37.44,215,24.30,14,1.44,237,8.77,18,0
291,67.22,239,43.02,39,4.41,221,22.76,205,7.59,13,0
38,8.78,125,22.5,295,33.34,75,7.73,279,10.32,11,0
152,35.11,79,14.22,152,17.18,59,6.08,255,9.44,1,0
179,41.35,191,34.38,281,31.75,274,28.22,293,10.84,27,0
108,24.95,153,27.54,117,13.22,136,14.01,247,9.14,45,0
84,19.40,182,32.76,79,8.93,101,10.40,27,1.00,20,0
275,63.53,9,1.62,3,0.34,70,7.21,169,6.25,28,0
288,66.53,249,44.82,206,23.28,130,13.39,213,7.88,7,0
182,42.04,108,19.44,253,28.59,1,0.10,231,8.55,4,0
50,11.55,271,48.78,248,28.02,147,15.14,105,3.89,5,0
234,54.05,189,34.02,46,5.20,152,15.66,15,0.56,2,0
252,58.21,8,1.44,42,4.75,217,22.35,199,7.36,33,0
61,14.09,14,2.52,208,23.50,248,25.54,219,8.10,29,0
115,26.57,82,14.76,147,16.61,159,16.38,149,5.51,3,0
8,1.85,256,46.08,13,1.47,109,11.23,119,4.40,8,0
152,35.11,202,36.36,46,5.20,39,4.02,137,5.07,28,0
15,3.47,68,12.24,224,25.31,78,8.03,53,1.96,31,0
6,1.39,66,11.88,290,32.77,98,10.09,53,1.96,32,0
210,48.51,77,13.86,145,16.39,174,17.92,67,2.48,15,0
124,28.64,3,0.54,238,26.89,194,19.98,163,6.03,49,0
84,19.40,17,3.06,2,0.23,288,29.66,251,9.29,3,0
89,20.56,123,22.14,115,13.00,146,15.04,117,4.33,28,0
102,23.56,73,13.14,118,13.33,194,19.98,271,10.03,35,0
42,9.70,134,24.12,116,13.11,40,4.12,111,4.11,4,0
109,25.18,125,22.5,287,32.43,96,9.89,263,9.73,15,0
209,48.28,118,21.24,105,11.87,152,15.66,187,6.92,33,0
256,59.14,155,27.9,31,3.50,136,14.01,221,8.18,43,0
68,15.71,204,36.72,25,2.83,238,24.51,225,8.33,31,0
21,4.85,10,1.8,156,17.63,56,5.77,109,4.03,27,0
91,21.02,40,7.2,259,29.27,180,18.54,15,0.56,12,0
216,49.90,107,19.26,58,6.55,134,13.80,241,8.92,36,0
80,18.48,283,50.94,182,20.57,268,27.60,91,3.37,37,0
35,8.09,71,12.78,230,25.99,73,7.52,275,10.18,37,0
98,22.64,97,17.46,227,25.65,97,9.99,297,10.99,40,0
218,50.36,112,20.16,198,22.37,60,6.18,103,3.81,27,0
69,15.94,140,25.2,72,8.14,67,6.90,117,4.33,31,0
45,10.40,283,50.94,206,23.28,105,10.82,259,9.58,30,0
208,48.05,279,50.22,36,4.07,273,28.12,177,6.55,42,0
17,3.93,287,51.66,220,24.86,115,11.85,5,0.19,26,0
217,50.13,280,50.4,166,18.76,16,1.65,197,7.29,34,0
93,21.48,79,14.22,200,22.60,182,18.75,95,3.52,6,0
227,52.44,173,31.14,134,15.14,269,27.71,107,3.96,15,0
79,18.25,46,8.28,56,6.33,114,11.74,255,9.44,45,0
101,23.33,82,14.76,181,20.45,226,23.28,225,8.33,2,0
232,53.59,98,17.64,286,32.32,17,1.75,153,5.66,42,0
271,62.60,166,29.88,229,25.88,63,6.49,275,10.18,10,0
161,37.19,186,33.48,248,28.02,10,1.03,177,6.55,3,0
253,58.44,180,32.4,177,20.00,73,7.52,81,3.00,19,0
135,31.19,18,3.24,7,0.79,224,23.07,245,9.07,50,0
202,46.66,69,12.42,25,2.83,137,14.11,159,5.88,34,0
220,50.82,18,3.24,176,19.89,187,19.26,199,7.36,22,0
61,14.09,145,26.1,1,0.11,229,23.59,37,1.37,5,0
195,45.05,26,4.68,176,19.89,104,10.71,93,3.44,13,0
221,51.05,225,40.5,287,32.43,145,14.94,201,7.44,7,0
254,58.67,253,45.54,277,31.30,249,25.65,171,6.33,32,0
226,52.21,11,1.98,84,9.49,40,4.12,9,0.33,10,0
161,37.19,128,23.04,40,4.52,190,19.57,65,2.41,24,0
177,40.89,164,29.52,195,22.04,196,20.19,285,10.55,40,0
274,63.29,164,29.52,71,8.02,54,5.56,11,0.41,47,0
299,69.07,145,26.1,5,0.57,276,28.43,181,6.70,49,0
36,8.32,131,23.58,262,29.61,288,29.66,37,1.37,46,0
133,30.72,59,10.62,250,28.25,141,14.52,61,2.26,37,0
272,62.83,227,40.86,158,17.85,179,18.44,61,2.26,35,0
191,44.12,1,0.18,135,15.26,110,11.33,299,11.06,23,0
265,61.22,57,10.26,137,15.48,51,5.25,237,8.77,49,0
24,5.54,183,32.94,67,7.57,103,10.61,69,2.55,8,0
253,58.44,258,46.44,287,32.43,196,20.19,51,1.89,28,0
107,24.72,166,29.88,223,25.20,300,30.90,131,4.85,14,0
122,28.18,182,32.76,61,6.89,203,20.91,25,0.93,41,0
249,57.52,105,18.9,208,23.50,88,9.06,73,2.70,26,0
16,3.70,119,21.42,231,26.10,167,17.20,55,2.04,16,0
249,57.52,141,25.38,64,7.23,39,4.02,139,5.14,39,0
291,67.22,233,41.94,73,8.25,294,30.28,13,0.48,4,0
23,5.31,35,6.3,254,28.70,116,11.95,139,5.14,5,0
217,50.13,102,18.36,213,24.07,78,8.03,109,4.03,22,0
56,12.94,66,11.88,51,5.76,72,7.42,255,9.44,38,0
213,49.20,54,9.72,247,27.91,131,13.49,283,10.47,46,0
217,50.13,33,5.94,264,29.83,130,13.39,197,7.29,26,0
237,54.75,221,39.78,71,8.02,226,23.28,277,10.25,23,0
290,66.99,195,35.1,143,16.16,136,14.01,101,3.74,35,0
248,57.29,42,7.56,270,30.51,29,2.99,281,10.40,2,0
61,14.09,288,51.84,262,29.61,121,12.46,169,6.25,37,0
195,45.05,91,16.38,256,28.93,83,8.55,281,10.40,4,0
5,1.16,144,25.92,94,10.62,261,26.88,133,4.92,26,0
84,19.40,84,15.12,78,8.81,52,5.36,97,3.59,44,0
140,32.34,151,27.18,84,9.49,150,15.45,143,5.29,10,0
168,38.81,285,51.3,96,10.85,73,7.52,7,0.26,39,0
178,41.12,160,28.8,251,28.36,143,14.73,171,6.33,22,0
182,42.04,231,41.58,236,26.67,6,0.62,43,1.59,7,0
100,23.10,112,20.16,146,16.50,156,16.07,47,1.74,14,0
81,18.71,183,32.94,236,26.67,171,17.61,193,7.14,11,0
3,0.69,136,24.48,195,22.04,242,24.93,129,4.77,34,0
224,51.74,273,49.14,205,23.17,181,18.64,279,10.32,39,0
60,13.86,241,43.38,250,28.25,169,17.41,55,2.04,50,0
27,6.24,179,32.22,226,25.54,155,15.97,139,5.14,48,0
266,61.45,44,7.92,295,33.34,96,9.89,213,7.88,35,0
100,23.10,243,43.74,91,10.28,23,2.37,31,1.15,39,0
281,64.91,197,35.46,94,10.62,154,15.86,279,10.32,21,0
182,42.04,65,11.7,88,9.94,109,11.23,235,8.70,17,0
273,63.06,111,19.98,171,19.32,184,18.95,155,5.74,28,0
103,23.79,52,9.36,223,25.20,124,12.77,59,2.18,3,0
53,12.24,215,38.7,166,18.76,8,0.82,239,8.84,7,0
89,20.56,212,38.16,35,3.96,280,28.84,43,1.59,27,0
147,33.96,14,2.52,285,32.21,84,8.65,225,8.33,41,0
13,3.00,172,30.96,122,13.79,32,3.30,273,10.10,7,0
270,62.37,260,46.8,91,10.28,292,30.08,111,4.11,44,0
160,36.96,96,17.28,297,33.56,179,18.44,45,1.67,7,0
153,35.34,1,0.18,252,28.48,59,6.08,33,1.22,25,0
240,55.44,67,12.06,195,22.04,157,16.17,295,10.92,11,0
104,24.02,193,34.74,260,29.38,85,8.76,113,4.18,17,0
249,57.52,286,51.48,117,13.22,62,6.39,225,8.33,34,0
156,36.04,226,40.68,251,28.36,132,13.60,225,8.33,13,0
216,49.90,288,51.84,297,33.56,248,25.54,75,2.78,34,0
245,56.60,273,49.14,94,10.62,96,9.89,69,2.55,6,0
228,52.67,280,50.4,172,19.44,178,18.33,201,7.44,12,0
111,25.64,257,46.26,91,10.28,276,28.43,13,0.48,10,0
10,2.31,19,3.42,150,16.95,131,13.49,49,1.81,13,0
275,63.53,42,7.56,108,12.20,184,18.95,259,9.58,45,0
207,47.82,110,19.8,272,30.74,55,5.67,65,2.41,35,0
91,21.02,43,7.74,263,29.72,299,30.80,5,0.19,39,0
244,56.36,159,28.62,223,25.20,133,13.70,7,0.26,49,0
6,1.39,286,51.48,16,1.81,238,24.51,105,3.89,2,0
73,16.86,282,50.76,265,29.95,255,26.27,77,2.85,9,0
279,64.45,243,43.74,98,11.07,8,0.82,63,2.33,48,0
287,66.30,203,36.54,36,4.07,256,26.37,113,4.18,38,0
211,48.74,294,52.92,49,5.54,37,3.81,159,5.88,42,0
163,37.65,98,17.64,91,10.28,133,13.70,43,1.59,47,0
121,27.95,5,0.9,283,31.98,252,25.96,243,8.99,27,0
69,15.94,90,16.2,112,12.66,109,11.23,69,2.55,28,0
234,54.05,34,6.12,100,11.30,241,24.82,151,5.59,4,0
108,24.95,295,53.1,276,31.19,43,4.43,71,2.63,25,0
68,15.71,1,0.18,215,24.30,173,17.82,195,7.22,17,0
